AT,V,AP,RH,PE,TCN
19.o6,56.65,1020.82,82.14,455.7,Antoin Tessier
18.18,61.87,1008.64,66.28,453.1,Marc Wolf
9.48,40.8,1023.82,78.98,485.36,Antoin Tessier
44.726,37.49,1010.35,87.19,481.58,Daniel Smithson
13.77,47.83,1007.41,90.66,466.07,Christopher Clapman
23.16,69.94,1004.92,68.68,438.48,Antoin Tessier
1o.87,42.02,1002.08,95.22,472.63,Christopher Clapman
1o.49,42.49,1009.81,78.92,478.75,Antoin Tessier
12.33,38.91,1017.24,79.84,472.49,Marc Wolf
28.26,69.23,1013.01,42.1,436.31,Christopher Clapman
2o.1,59.87,1018.97,87.23,444.71,Marc Wolf
18.53,48.98,1014.24,74.29,452.73,Antoin Tessier
82.o76,52.84,1006.23,52.18,440.31,Daniel Smithson
29.35,54.2,1013.07,42.45,439.47,Marc Wolf
82.67,72.99,1007.62,70.03,431.83,Daniel Smithson
13.56,43.67,1011.34,94.02,467.09,Christopher Clapman
59.864,47.83,1004.88,81.68,463.67,Daniel Smithson
6.58,40.07,1014.22,55.44,493.72,Christopher Clapman
21.67,50.32,1008.41,85.99,445.31,Marc Wolf
17.46,62.1,1019.96,83.99,451.06,Marc Wolf
19.2,61.27,1020.02,65.53,455.2,Marc Wolf
64.364,59.15,1012.09,83.03,451.97,Daniel Smithson
1o.59,25.36,1009.59,100.16,470.96,Christopher Clapman
7.44,41.04,1021.84,88.56,479.08,Christopher Clapman
15.87,41.16,1005.85,78.29,463.86,Antoin Tessier
18.89,66.86,1012.38,71.96,454.02,Christopher Clapman
11.56,40.71,1015.85,76.08,469.17,Marc Wolf
1o.55,41.26,1007.77,99.1,473.6,Christopher Clapman
25.54,48.41,1010.51,55.34,437.58,Marc Wolf
72.95,58.79,1011.44,84.47,445.67,Daniel Smithson
79.1o6oooooooooo1,59.92,1010.01,73.75,444.96,Daniel Smithson
21.19,52.3,1008.24,79.19,447.06,Marc Wolf
16.63,53.82,1015.18,66.09,458.29,Antoin Tessier
14.78,41.17,1016.42,67.42,469.69,Christopher Clapman
19.27,50.12,1007.61,100.11,447.63,Antoin Tessier
12.323236111427347,39.04910192674816,926.2249160279499,99.48354104918351,LOW,Simo Sikka
84.28999999999999,69.71,1009.03,64.25,434.05,Daniel Smithson
77.668o9866922o26,69.27798187837084,932.3559892578165,98.40870469194577,LOW,Simo Sikka
16.7,50.66,1014.86,94.87,457.74,Christopher Clapman
27.66,76.86,1001.31,69.47,436.64,Marc Wolf
9.2,39.99,1011.73,85.95,484.04,Christopher Clapman
31.2,73.17,1010.28,53.23,431.23,Marc Wolf
86.63ooooooooooo1,71.32,1009.17,64.61,434.62,Daniel Smithson
65.138,42.44,1012.66,65.93,463.2,Daniel Smithson
32.86,66.44,1010.98,44.99,429.32,Antoin Tessier
24.28,68.31,1009.94,77.08,440.07,Antoin Tessier
9o.3o199999999999,74.16,1008.53,61.09,431.17,Daniel Smithson
9.77,39.04,1023.73,76.06,483.87,Christopher Clapman
7o.124,70.02,1010.27,96.46,442.51,Daniel Smithson
7.o,38.5,1014.09,81.32,489.52,Antoin Tessier
73.31,66.54,1004.53,88.06,434.41,Daniel Smithson
23.55,61.87,1009.65,54.83,443.54,Marc Wolf
59.o53999999999995,42.44,1014.25,94.52,464.91,Daniel Smithson
18.23,45.01,1012.24,73.86,454.06,Antoin Tessier
27.11,70.04,1009.76,71.25,431.96,Christopher Clapman
71.492,58.79,1010.3,88.21,447.52,Daniel Smithson
76.118,51.86,1014.64,67.57,446.74,Daniel Smithson
77.27,68.51,1013.25,72.31,440.96,Daniel Smithson
58.928ooooooooooo4,41.76,1024.07,73.17,463.26,Daniel Smithson
6.12,40.81,1014.77,88.15,487.24,Christopher Clapman
1o.17,40.46,1018.54,68.21,470.33,Christopher Clapman
9.79,39.69,1002.36,93.86,471.61,Antoin Tessier
5o.1o8ooooooooooo4,34.69,1027.9,71.73,477.68,Daniel Smithson
29.58o267o1775798,44.59471097541345,996.2865321875275,38.403396272875604,LOW,Simo Sikka
6.76,39.81,1017.11,87.9,483.16,Marc Wolf
12.77,41.5,1014.13,86.8,470.68,Christopher Clapman
2o.6,44.58,1017.67,48.36,466.2,Antoin Tessier
72.266,41.54,1013.74,72.21,459.06,Daniel Smithson
53.2o4,39.96,1011.37,82.95,472.79,Daniel Smithson
13.73,50.59,1020.44,85.54,459.6,Antoin Tessier
2o.61,60.1,1010.84,80.57,450.46,Christopher Clapman
15.9,41.35,1006.28,78.2,464.03,Marc Wolf
24.58,56.9,1007.08,68.24,437.16,Antoin Tessier
28.69,67.25,1017.71,44.6,436.21,Christopher Clapman
1o.64,39.61,1018.33,66.81,471.48,Marc Wolf
16.16,52.05,1013.19,75.37,463.09,Christopher Clapman
55.688,54.3,1017.33,82.43,468.4,Daniel Smithson
25.48,58.95,1017.02,51.16,440.42,Marc Wolf
7.4,40.72,1022.56,87.67,484.29,Antoin Tessier
9.36,44.03,1010.3,87.2,474.68,Christopher Clapman
11.148o24o43127235,40.4723218883701,1096.2462239027802,82.77546336325042,LOW,Simo Sikka
13.78,38.47,1015.2,57.8,466.41,Marc Wolf
3o.3,73.67,1005.57,58.74,431.57,Marc Wolf
54.752,40.69,1015.86,82.06,474.08,Daniel Smithson
8.416897o138o7633,36.928516867565556,1077.2518010605218,89.98598153736305,LOW,Simo Sikka
6.17,39.33,1012.57,93.32,491.54,Marc Wolf
56.318,43.41,1015.94,75.22,463.86,Daniel Smithson
22.45,41.54,1012.69,70.89,460.07,Marc Wolf
68.828,51.43,1010.06,83.79,456.7,Daniel Smithson
64.634,49.39,1021.29,82.52,458.53,Daniel Smithson
16.21,41.23,995.88,80.0,463.09,Christopher Clapman
29.96,70.04,1010.15,54.47,427.1,Marc Wolf
51.458,44.63,1020.61,88.29,473.86,Daniel Smithson
24.82,66.54,1010.0,60.36,440.88,Christopher Clapman
32.81292831227451,77.2399298312448,1012.1107410484638,52.4818745846726,LOW,Simo Sikka
25.24,68.67,1006.76,76.95,442.29,Marc Wolf
15.25,39.16,1016.18,79.39,471.05,Marc Wolf
14.46,44.78,1007.64,67.03,459.31,Marc Wolf
16.49,49.39,1018.1,93.13,461.54,Antoin Tessier
23.54,65.27,1013.78,64.28,445.19,Antoin Tessier
74.714,63.94,1010.7,87.1,441.78,Daniel Smithson
33.12,68.31,1010.3,42.29,441.13,Marc Wolf
26.92,64.69,1006.66,76.14,437.62,Marc Wolf
67.8o199999999999,68.08,1012.65,80.25,448.71,Daniel Smithson
2o.71,49.69,1010.26,69.97,455.69,Antoin Tessier
48.47,39.61,1018.69,84.47,475.64,Daniel Smithson
17.34,46.48,1007.18,83.15,452.06,Christopher Clapman
11.26,39.35,1015.47,99.28,471.83,Marc Wolf
63.193999999999996,53.16,1013.77,82.77,459.78,Daniel Smithson
24.37,70.02,1010.97,71.97,443.53,Marc Wolf
27.24,66.75,1017.78,69.6,433.65,Christopher Clapman
83.8o4,64.96,999.75,56.43,432.66,Daniel Smithson
21.98,58.79,1010.72,86.85,448.84,Christopher Clapman
2o.73,69.94,1009.9,82.12,445.91,Antoin Tessier
7.61,43.22,1014.8,86.92,478.55,Christopher Clapman
12.52,42.34,1018.67,95.29,464.71,Antoin Tessier
22.3364558837o2765,56.01150251627038,1017.9770462665472,73.23600928550613,LOW,Simo Sikka
85.622,69.34,1008.82,65.13,434.74,Daniel Smithson
26.52,71.64,1008.27,75.3,437.76,Marc Wolf
31.o2,69.51,1011.16,47.64,431.15,Antoin Tessier
57.632,41.16,1010.16,87.0,471.0,Daniel Smithson
16.58,38.01,1023.5,60.14,464.03,Antoin Tessier
7.81,39.64,1011.42,86.68,482.22,Antoin Tessier
14.42,41.16,1004.32,88.42,467.25,Marc Wolf
7o.52,68.28,1008.2,60.34,450.22,Daniel Smithson
22.56,66.48,1003.82,77.46,437.73,Marc Wolf
14.67,71.14,1019.84,77.72,458.8,Antoin Tessier
22.43,63.76,1009.84,75.27,442.85,Antoin Tessier
18.9,56.03,1020.77,71.83,457.66,Marc Wolf
23.56,66.49,1012.21,53.86,441.92,Christopher Clapman
17.66,62.1,1019.49,86.3,452.03,Christopher Clapman
25.38,63.87,1018.7,52.48,442.13,Christopher Clapman
23.21,58.49,1010.97,74.34,448.09,Marc Wolf
8o.17155438152o65,41.39073469468089,1107.3417484733027,45.65695873455982,LOW,Simo Sikka
22.67,62.52,1016.47,65.63,449.34,Antoin Tessier
78.1545243o6o2531,79.17030778286991,1074.9309943461092,71.58720032666419,LOW,Simo Sikka
16.58,44.68,1021.5,83.38,458.87,Christopher Clapman
28.994719o95528176,72.38789506262941,1051.657686813559,65.40744425874537,LOW,Simo Sikka
9o.554,77.95,1014.76,58.1,434.44,Daniel Smithson
29.53,77.54,1010.39,66.13,432.89,Christopher Clapman
73.79599999999999,63.07,1012.91,77.59,446.62,Daniel Smithson
22.32,69.48,1011.1,77.86,439.49,Antoin Tessier
85.69399999999999,62.66,1007.98,47.07,438.71,Daniel Smithson
61.418o36127374315,48.674051389455414,1018.5937521912266,93.27776468141795,LOW,Simo Sikka
27.83,72.29,1012.04,48.86,445.73,Marc Wolf
3o.319o77949693835,81.48565038641,994.0759582361634,62.46776291113862,LOW,Simo Sikka
83.948oooooooooo1,49.3,1003.93,52.85,435.75,Daniel Smithson
15.31,41.35,1005.09,95.25,466.5,Antoin Tessier
2o.31,45.87,1007.89,73.7,449.54,Antoin Tessier
24.27,63.87,1018.88,53.96,420.26,Christopher Clapman
59.648,40.89,1007.59,86.08,464.12,Daniel Smithson
25.96,60.95,1014.52,50.03,444.19,Christopher Clapman
23.494877716539257,73.42943195471338,1070.53536370881,67.51106511833542,LOW,Simo Sikka
3o.68,71.8,1010.81,61.4,435.4,Marc Wolf
3o.12,74.16,1013.13,63.56,433.08,Christopher Clapman
16.679693o8252o153,39.46777366974771,1021.2054891283387,80.24127923920427,LOW,Simo Sikka
54.932,41.38,1021.92,56.67,475.63,Daniel Smithson
54.o5,40.75,1016.02,82.4,475.07,Daniel Smithson
21.o3,44.78,1007.99,36.82,459.72,Christopher Clapman
14.4,42.18,1015.47,77.7,464.81,Antoin Tessier
19.76,58.79,1017.37,89.09,449.76,Christopher Clapman
23.o9,60.95,1015.02,68.78,450.31,Marc Wolf
24.78,50.78,1008.81,62.97,443.98,Marc Wolf
7.72,41.14,1025.11,96.75,478.34,Antoin Tessier
2o.76,51.19,1009.0,87.23,445.0,Marc Wolf
5.7,40.62,1016.07,84.94,482.82,Marc Wolf
27.16,66.44,1011.2,73.37,431.85,Antoin Tessier
22.38,71.85,1009.56,74.91,441.47,Antoin Tessier
77.54,70.98,1007.22,95.1,440.86,Daniel Smithson
21.o4,74.87,1009.09,88.25,443.44,Marc Wolf
28.71797o245542176,65.30723753301055,1074.8302702535623,47.040101798913284,LOW,Simo Sikka
57.326,43.34,1015.79,86.0,463.77,Daniel Smithson
12.o8,40.75,1015.84,86.9,476.84,Antoin Tessier
15.61,41.2,1016.12,75.28,467.81,Marc Wolf
59.251999999999995,44.21,1019.97,83.86,463.1,Daniel Smithson
11.7,41.16,1017.98,95.71,462.94,Christopher Clapman
1o.34,41.46,1017.75,89.73,478.03,Antoin Tessier
2o.65,41.67,1012.76,45.27,455.5,Marc Wolf
3o.o1,62.34,1005.28,62.34,435.94,Antoin Tessier
27.o5,59.15,1012.83,56.31,441.39,Christopher Clapman
22.99,60.77,1017.97,78.47,447.62,Marc Wolf
8.19,40.69,1019.86,85.23,477.76,Christopher Clapman
2o.58,50.78,1008.87,91.18,445.03,Marc Wolf
21.23,68.08,1012.82,74.57,445.41,Christopher Clapman
32.489o47775596255,65.70120020395768,910.4728707816295,49.82164190032026,LOW,Simo Sikka
26.62,70.36,1005.15,84.99,441.28,Marc Wolf
21.6,62.52,1017.23,67.87,453.28,Christopher Clapman
17.1,49.69,1005.53,81.82,457.32,Antoin Tessier
14.48,38.92,1015.6,90.05,470.63,Antoin Tessier
29.74,56.9,1007.15,41.91,438.76,Antoin Tessier
55.471999999999994,45.09,1013.0,87.68,467.44,Daniel Smithson
73.562,63.76,1009.82,72.36,443.86,Daniel Smithson
23.81,66.51,1016.96,70.16,438.32,Christopher Clapman
22.13873915132o33,66.88898022891235,917.7141196296479,91.05420499760393,LOW,Simo Sikka
7.97,38.5,1013.84,72.36,487.19,Antoin Tessier
18.22,44.34,1019.35,56.78,469.27,Marc Wolf
22.31,61.45,1009.25,98.56,437.05,Marc Wolf
13.97,41.16,1020.88,74.88,459.84,Marc Wolf
67.82,56.53,1020.52,78.05,456.48,Daniel Smithson
19.36,68.61,1010.85,94.87,454.5,Christopher Clapman
67.442oooooooooo1,56.65,1020.72,70.86,456.18,Daniel Smithson
15.14,39.72,1002.96,72.52,460.15,Christopher Clapman
32.1,69.98,1013.31,55.84,431.09,Marc Wolf
24.35,66.49,1012.48,62.12,439.15,Marc Wolf
77.o36,59.44,1012.49,73.65,444.08,Daniel Smithson
1o.52,42.18,1014.9,95.67,469.03,Marc Wolf
27.73,67.69,1007.47,59.42,431.72,Marc Wolf
23.2,61.02,1009.63,79.45,443.23,Antoin Tessier
4.62,38.44,1016.09,73.14,486.84,Christopher Clapman
27.o7,74.87,1010.09,58.97,440.47,Christopher Clapman
18.21,39.54,1009.81,70.92,461.73,Marc Wolf
23.7,64.45,1012.87,38.24,451.16,Marc Wolf
22.56,48.92,1010.7,51.63,445.07,Marc Wolf
2o.32,39.72,1002.0,51.71,458.8,Antoin Tessier
72.212,63.73,1014.37,83.19,444.39,Daniel Smithson
74.55199999999999,70.04,1011.09,83.35,435.21,Daniel Smithson
22.7,59.92,1011.05,90.84,436.7,Antoin Tessier
3o.19,64.79,1017.22,42.47,438.41,Antoin Tessier
7.79,41.16,1023.17,97.11,471.82,Marc Wolf
14.57,44.84,1023.46,87.2,464.58,Marc Wolf
18.32,66.86,1012.02,70.0,454.46,Antoin Tessier
33.67,80.18,1010.83,60.87,431.99,Marc Wolf
22.74,58.41,1013.92,84.03,447.85,Christopher Clapman
9o.158,62.04,1010.45,38.01,449.65,Daniel Smithson
1o.18,35.76,1019.71,66.7,473.31,Marc Wolf
3o.o8,67.25,1017.6,53.09,434.01,Marc Wolf
3o.69,69.89,1013.9,42.85,431.01,Marc Wolf
19.4,39.53,1007.96,63.38,457.17,Marc Wolf
69.422,57.32,1012.47,70.09,446.18,Daniel Smithson
21.94,64.15,1021.2,61.75,453.3,Christopher Clapman
14.o4,40.2,1013.29,89.54,465.25,Christopher Clapman
12.o,41.17,1019.48,58.71,474.4,Christopher Clapman
74.o84,54.42,1013.95,73.02,451.87,Daniel Smithson
5.45,39.04,1020.07,77.05,487.33,Christopher Clapman
32.21,70.94,1006.76,47.56,430.06,Marc Wolf
25.3o5618737894832,60.330170052361666,1103.6331044864542,71.98073960346099,LOW,Simo Sikka
15.89,41.7,1018.93,82.68,463.33,Marc Wolf
7.o,35.77,1018.21,64.84,482.8,Antoin Tessier
26.12,63.31,1013.97,51.6,439.77,Christopher Clapman
7.14,39.4,1011.68,91.84,482.82,Christopher Clapman
18.98,60.1,1010.09,85.34,453.37,Marc Wolf
9.58,38.08,1019.49,67.54,478.5,Antoin Tessier
82.75999999999999,66.75,1018.35,60.18,433.46,Daniel Smithson
19.35,64.15,1021.37,68.53,457.74,Christopher Clapman
23.o3,65.12,1016.29,69.8,447.84,Marc Wolf
71.o78o26oo545418,54.161474129231465,1103.9124985592575,42.32439493568654,LOW,Simo Sikka
1o.2,41.01,1021.39,96.64,468.27,Christopher Clapman
26.33,60.06,1005.86,41.57,450.16,Christopher Clapman
21.59,66.54,1004.88,90.54,441.71,Antoin Tessier
31.1,68.51,1012.99,54.3,428.68,Antoin Tessier
1o.423159o55654278,39.15138742820572,999.2011590697327,63.26477222739588,LOW,Simo Sikka
26.o5,58.59,1012.32,49.83,452.41,Christopher Clapman
31.41,74.16,1011.1,57.05,434.88,Christopher Clapman
15.74,43.71,1024.7,78.38,462.66,Antoin Tessier
16.64,53.82,1015.13,68.24,459.01,Marc Wolf
8.39,36.3,1015.39,62.23,479.57,Christopher Clapman
15.25,41.17,1016.0,62.05,468.76,Marc Wolf
22.95,63.94,1013.87,80.37,447.13,Christopher Clapman
23.27,65.48,1019.05,61.36,443.43,Marc Wolf
29.29,70.02,1010.13,46.93,438.84,Christopher Clapman
65.318,58.46,1017.21,88.1,448.39,Daniel Smithson
26.7o732o5717o4862,65.41406927371494,983.7138828700771,85.46851960986773,LOW,Simo Sikka
31.38,72.29,1008.73,73.27,430.58,Christopher Clapman
65.624,46.0,1002.2,97.17,447.8,Daniel Smithson
21.26,60.84,1018.43,78.83,446.08,Christopher Clapman
72.446,47.45,1007.62,76.65,447.14,Daniel Smithson
24.2,59.07,1009.25,88.25,441.93,Christopher Clapman
14.16,39.28,1015.63,77.29,471.27,Antoin Tessier
12.68,43.7,1016.07,86.89,471.8,Christopher Clapman
31.46,70.79,1003.54,59.51,425.68,Marc Wolf
9.82,41.04,1026.72,77.28,473.98,Marc Wolf
85.118oooooooooo1,75.6,1017.92,50.61,431.18,Daniel Smithson
28.85,66.54,1010.73,43.27,437.79,Marc Wolf
22.69,48.14,1013.7,62.05,448.52,Christopher Clapman
27.4o2731414171o22,67.13002924958303,950.2697681838596,63.2521837936549,LOW,Simo Sikka
34.247o9o4766727,78.9785958216737,1102.426262432777,59.85664961281172,LOW,Simo Sikka
9.24,41.4,1030.72,87.36,476.9,Christopher Clapman
2o.36,57.5,1014.36,82.96,452.28,Christopher Clapman
22.95,45.61,1013.65,73.92,457.91,Marc Wolf
61.843999999999994,46.18,1010.4,96.29,463.51,Daniel Smithson
6.25,39.04,1019.65,71.27,484.14,Marc Wolf
31.o7,64.96,1005.2,58.93,428.63,Christopher Clapman
1o.97334196258o46,41.48494684489892,954.0594088866313,61.97288597685002,LOW,Simo Sikka
7.71,38.06,1021.0,83.47,482.78,Christopher Clapman
6.974764778127784,40.31261871490588,1087.486919655973,84.13361405664298,LOW,Simo Sikka
23.75,67.9,1006.25,70.17,445.22,Marc Wolf
13.5,44.92,1023.87,87.17,468.85,Marc Wolf
28.31,74.33,1011.89,69.77,428.46,Christopher Clapman
25.66,61.08,1013.0,71.21,446.05,Marc Wolf
12.o4,43.69,1016.58,80.16,474.97,Antoin Tessier
27.34,71.64,1008.12,72.22,438.76,Marc Wolf
46.616,43.02,1013.56,85.26,483.55,Daniel Smithson
72.662,60.32,1016.84,78.58,447.17,Daniel Smithson
22.38,63.31,1014.76,73.8,441.3,Antoin Tessier
28.26,63.13,1012.0,68.35,440.58,Antoin Tessier
26.586o678o982854,61.766252449930946,1083.5184055036175,51.53344316947235,LOW,Simo Sikka
25.33,48.6,1002.54,68.45,442.48,Marc Wolf
13.83,42.86,1030.77,75.09,470.21,Marc Wolf
3.94,39.9,1008.06,97.49,488.81,Marc Wolf
2o.o3,47.45,1009.04,77.56,450.6,Christopher Clapman
77.216oooooooooo1,66.56,1009.22,65.62,436.56,Daniel Smithson
29.25,69.13,1010.27,67.35,426.29,Marc Wolf
13.83,45.08,1024.2,80.52,465.5,Christopher Clapman
24.6,57.32,1012.48,45.14,442.64,Antoin Tessier
68.576,44.6,1015.16,36.35,460.21,Daniel Smithson
17.6634548472687,45.79980453461179,939.9087357173349,59.93417478747936,LOW,Simo Sikka
83.642oooooooooo1,71.29,1009.22,68.35,433.07,Daniel Smithson
2o.78,60.84,1018.66,80.4,445.82,Marc Wolf
16.45,44.68,1018.6,85.14,462.66,Marc Wolf
29.52985423768241,69.14985206655666,1089.469538710391,64.69384788456091,LOW,Simo Sikka
74.5334o17972o355,50.45788008910057,980.8709352779018,94.18620215179583,LOW,Simo Sikka
51.296,41.17,1019.68,60.71,479.21,Daniel Smithson
22.86,47.43,1009.75,61.54,452.53,Christopher Clapman
22.79,68.63,1012.99,55.78,446.16,Christopher Clapman
9.87,40.81,1017.17,84.25,473.2,Christopher Clapman
15.815o37571o34372,40.30405795156603,962.3276356426445,67.19209079727433,LOW,Simo Sikka
2o.91,59.14,1017.25,74.7,442.67,Christopher Clapman
15.77,41.79,1007.96,80.69,455.87,Marc Wolf
19.57,68.61,1011.13,96.4,448.73,Marc Wolf
9.41,34.69,1027.02,78.91,480.87,Antoin Tessier
34.97,73.56,1006.57,44.69,435.15,Antoin Tessier
84.28999999999999,68.24,1007.88,42.67,433.92,Daniel Smithson
7.89,40.46,1019.61,74.53,477.27,Antoin Tessier
24.48,66.25,1009.42,88.17,441.07,Marc Wolf
17.566696oo61598o2,45.86047425444905,1055.413214434223,74.11684432156392,LOW,Simo Sikka
63.842,44.34,1019.31,61.12,464.13,Daniel Smithson
17.64o67657oo8821,53.5686274615473,1050.7808579442176,109.86144110894357,LOW,Simo Sikka
12.72,40.64,1021.11,93.24,475.73,Antoin Tessier
55.166,48.04,1012.47,100.13,465.56,Daniel Smithson
21.62,58.59,1012.93,67.05,445.92,Christopher Clapman
79.484,66.49,1013.89,43.06,442.38,Daniel Smithson
46.418,40.02,1031.33,85.01,477.84,Daniel Smithson
14.o7,40.78,1024.67,72.66,456.71,Marc Wolf
25.92,60.95,1014.62,48.46,442.84,Marc Wolf
7o.448oooooooooo1,45.61,1013.43,83.64,456.85,Daniel Smithson
31.99,53.53,1004.98,53.53,432.43,Antoin Tessier
12.742941287151o35,45.92434112348759,1021.9990452681529,77.84540282396871,LOW,Simo Sikka
16.o,43.34,1013.58,78.87,461.7,Christopher Clapman
89.6,65.74,1011.22,46.16,440.26,Daniel Smithson
22.27,50.05,1007.1,89.34,442.24,Antoin Tessier
18.92,44.06,1017.47,68.75,453.72,Marc Wolf
29.41,59.27,1011.36,52.37,441.99,Antoin Tessier
17.295212839691274,44.47145326243855,961.1676911131341,65.31336760365718,LOW,Simo Sikka
28.68,70.72,1009.43,71.33,435.45,Marc Wolf
23.o6,63.9,1013.54,65.28,447.36,Marc Wolf
14.85,58.59,1014.04,89.85,454.62,Antoin Tessier
27.17,61.25,1013.03,70.43,435.9,Antoin Tessier
28.59,69.84,1003.79,67.31,427.53,Marc Wolf
23.47,65.61,1014.57,69.83,447.16,Christopher Clapman
27.72,69.88,1007.58,72.25,434.02,Christopher Clapman
27.97,69.48,1010.4,57.24,432.18,Marc Wolf
1o.71,39.61,1018.72,73.66,473.77,Antoin Tessier
33.6,77.17,1009.01,47.53,430.32,Antoin Tessier
17.8,46.48,1007.27,81.31,452.66,Christopher Clapman
2o.11,57.25,1010.36,88.89,451.95,Marc Wolf
16.18,41.66,1010.01,65.62,465.82,Marc Wolf
22.4891836334o5o1,70.99978751859726,1073.4703200163901,55.098237069410146,LOW,Simo Sikka
24.83,62.4,1010.13,70.18,442.2,Antoin Tessier
18.92,46.93,1009.89,77.98,453.66,Antoin Tessier
42.872,41.14,1027.8,86.4,480.39,Daniel Smithson
22.443984246835818,75.74040870483469,1057.1604639681225,84.38103678290138,LOW,Simo Sikka
72.554,62.39,1007.84,86.4,450.08,Daniel Smithson
24.26,68.14,1005.09,59.49,438.79,Antoin Tessier
9.86,42.49,1009.16,81.41,477.78,Antoin Tessier
24.49,70.79,1005.51,88.65,430.54,Marc Wolf
9.59,38.91,1011.87,81.3,479.96,Christopher Clapman
27.63,70.17,1000.42,85.22,432.46,Marc Wolf
24.69,71.73,1010.13,70.54,436.78,Antoin Tessier
7.98,39.61,1018.57,77.04,479.78,Marc Wolf
22.3,44.57,1008.48,67.58,449.74,Marc Wolf
16.82,47.45,1010.19,88.48,449.57,Christopher Clapman
18.92,44.63,1020.32,47.81,451.64,Antoin Tessier
19.31,60.07,1014.86,69.37,453.47,Christopher Clapman
18.55,41.1,1002.02,65.16,459.97,Marc Wolf
13.33,38.47,1015.42,58.27,466.26,Christopher Clapman
2o.75,60.77,1017.91,86.06,448.58,Antoin Tessier
6o.962,44.2,1019.39,67.24,460.56,Daniel Smithson
6.4,41.17,1019.54,85.37,488.82,Antoin Tessier
4o.521o726o558744,42.91786664902662,1032.8222492562604,65.55377011666005,LOW,Simo Sikka
27.98,58.33,1013.92,54.25,437.76,Marc Wolf
76.496,68.67,1006.74,79.02,443.06,Daniel Smithson
62.168,53.16,1014.13,81.87,457.98,Daniel Smithson
8o.7o8,72.58,1009.24,90.31,429.18,Daniel Smithson
12.36,41.74,1020.58,69.24,477.16,Antoin Tessier
81.536,69.68,1011.67,56.94,444.83,Daniel Smithson
31.9,73.42,1010.82,60.58,432.27,Christopher Clapman
32.35,77.95,1014.76,60.88,432.72,Marc Wolf
13.48,41.26,1021.92,78.24,466.88,Marc Wolf
12.27,39.82,1012.18,85.58,477.54,Antoin Tessier
9.o8,36.18,1020.24,68.37,477.26,Marc Wolf
1o.o335o4o23448979,44.05578831892073,1025.043438130705,78.11362307867891,LOW,Simo Sikka
13.98,39.18,1009.61,89.12,467.97,Marc Wolf
71.816,49.39,1019.8,72.83,451.0,Daniel Smithson
14.12,40.92,1022.46,73.28,459.76,Christopher Clapman
1o.57,37.73,1024.36,70.29,474.65,Marc Wolf
71.528,51.43,1007.28,89.96,442.87,Daniel Smithson
1o.o3,42.18,1017.3,85.99,475.74,Christopher Clapman
28.37o3753o3643115,67.10295915789318,912.7359604866939,56.497970322287664,LOW,Simo Sikka
33.15,70.4,1003.72,53.98,430.15,Antoin Tessier
15.61,38.52,1018.4,80.99,439.21,Christopher Clapman
3o.67,71.29,1008.36,52.08,430.28,Marc Wolf
22.71,59.43,1005.68,83.52,441.24,Christopher Clapman
22.72,58.82,1012.54,77.72,448.67,Antoin Tessier
14.45,43.71,1025.26,84.23,463.6,Marc Wolf
19.66,51.43,1010.17,84.19,459.12,Antoin Tessier
3o.2,70.02,1009.85,63.39,437.48,Christopher Clapman
7.8,43.65,1018.92,60.77,479.78,Christopher Clapman
23.55,65.94,1011.76,58.44,443.98,Antoin Tessier
27.44,65.59,1010.76,68.67,441.08,Christopher Clapman
3o.76,59.57,1010.66,61.76,439.32,Christopher Clapman
6.82,41.03,1022.12,87.63,489.64,Marc Wolf
